material_id,name,allergens,calorie,carbon_emission,protein,fat,carbohydrate
38319,牛奶,牛奶,0.39,0.01,0.03,0.01,0.05
38320,胡萝卜,,0.43,0.01,0.02,0.0,0.08
38321,牛奶,牛奶,0.47,0.02,0.02,0.02,0.05
38322,鸡肉,,2.55,0.07,0.29,0.12,0.01
38323,鸡肉,,2.5,0.07,0.28,0.12,0.01
38324,花生,花生,6.09,0.03,0.26,0.52,0.14
38325,猪肉,,2.28,0.13,0.21,0.15,0.0
38326,胡萝卜,,0.45,0.01,0.02,0.0,0.08
38327,胡萝卜,,0.36,0.0,0.01,0.01,0.11
38328,牛肉,,2.57,0.29,0.29,0.16,0.01
38329,猪肉,,2.6,0.13,0.21,0.15,0.0
38330,大豆,大豆,4.19,0.02,0.36,0.18,0.33
38331,牛奶,牛奶,0.43,0.02,0.04,0.02,0.05
38332,小麦,小麦,3.28,0.03,0.11,0.03,0.68
38333,小麦,小麦,3.18,0.03,0.11,0.01,0.7
38334,牛肉,,2.39,0.26,0.24,0.14,0.0
38335,白菜,,0.12,0.0,0.02,0.0,0.02
38336,花生,花生,5.62,0.02,0.24,0.49,0.15
38337,鸡蛋,鸡蛋,1.61,0.04,0.16,0.11,0.02
38338,西红柿,,0.16,0.0,0.01,0.0,0.04
38339,鸡肉,,2.55,0.06,0.26,0.13,0.0
38340,牛奶,牛奶,0.49,0.02,0.03,0.01,0.04
38341,牛奶,牛奶,0.41,0.02,0.03,0.01,0.06
38342,鸡肉,,2.31,0.08,0.29,0.13,0.01
38343,牛肉,,2.59,0.28,0.27,0.16,0.01
38344,白菜,,0.15,0.01,0.02,0.0,0.01
38345,大豆,大豆,4.01,0.03,0.4,0.2,0.3
38346,牛肉,,2.78,0.26,0.24,0.16,0.01
38347,牛肉,,2.42,0.28,0.26,0.17,0.0
38348,胡萝卜,,0.35,0.0,0.02,0.0,0.11
38349,大豆,大豆,4.47,0.03,0.4,0.21,0.3
38350,白菜,,0.16,0.0,0.02,0.0,0.03
38351,牛奶,牛奶,0.4,0.01,0.03,0.02,0.04
38352,花生,花生,5.63,0.04,0.28,0.51,0.17
38353,鸡肉,,2.25,0.06,0.24,0.14,0.01
38354,白菜,,0.14,0.0,0.02,0.0,0.03
38355,牛奶,牛奶,0.42,0.01,0.04,0.01,0.06
38356,西红柿,,0.25,0.0,0.01,0.01,0.05
38357,猪肉,,2.25,0.11,0.21,0.15,0.01
38358,黄瓜,,0.13,0.01,0.02,0.0,0.03
38359,黄瓜,,0.16,0.01,0.02,0.01,0.04
38360,鸡肉,,2.42,0.06,0.26,0.13,0.01
38361,大豆,大豆,4.66,0.02,0.36,0.21,0.3
38362,白菜,,0.16,0.0,0.02,0.0,0.03
38363,猪肉,,2.3,0.11,0.23,0.12,0.01
38364,大豆,大豆,4.66,0.02,0.39,0.18,0.31
38365,猪肉,,2.43,0.14,0.2,0.14,0.01
38366,牛奶,牛奶,0.47,0.01,0.04,0.02,0.06
38367,西红柿,,0.19,0.0,0.01,0.01,0.03
38368,鸡蛋,鸡蛋,1.76,0.05,0.13,0.1,0.01
38369,猪肉,,2.37,0.13,0.23,0.16,0.01
38370,牛奶,牛奶,0.48,0.02,0.02,0.01,0.05
38371,白菜,,0.13,0.01,0.01,0.0,0.02
38372,牛奶,牛奶,0.35,0.02,0.03,0.02,0.05
38373,猪肉,,2.51,0.12,0.22,0.13,0.0
38374,大豆,大豆,4.45,0.03,0.36,0.2,0.29
38375,鸡肉,,2.33,0.06,0.26,0.14,0.0
38376,牛奶,牛奶,0.37,0.02,0.03,0.02,0.04
38377,鸡蛋,鸡蛋,1.35,0.04,0.12,0.12,0.02
38378,大豆,大豆,4.35,0.02,0.35,0.19,0.27
38379,牛奶,牛奶,0.36,0.03,0.04,0.02,0.05
38380,牛肉,,2.52,0.27,0.26,0.16,0.01
38381,白菜,,0.15,0.0,0.01,0.01,0.02
38382,鸡蛋,鸡蛋,1.43,0.06,0.1,0.12,0.02
38383,花生,花生,5.23,0.04,0.29,0.49,0.17
38384,西红柿,,0.23,0.0,0.02,0.01,0.05
38385,小麦,小麦,3.14,0.02,0.14,0.03,0.69
38386,大豆,大豆,4.74,0.01,0.36,0.18,0.3
38387,黄瓜,,0.18,0.0,0.02,0.01,0.04
38388,鸡肉,,2.2,0.08,0.29,0.14,0.01
38389,鸡肉,,2.33,0.07,0.26,0.14,0.0
38390,鸡肉,,2.45,0.07,0.27,0.13,0.0
38391,黄瓜,,0.19,0.0,0.02,0.01,0.05
38392,鸡肉,,2.54,0.07,0.27,0.14,0.0
38393,牛肉,,2.48,0.29,0.29,0.15,0.0
38394,黄瓜,,0.16,0.0,0.01,0.01,0.05
38395,鸡肉,,2.5,0.08,0.27,0.16,0.0
38396,白菜,,0.17,0.0,0.02,0.01,0.02
38397,鸡肉,,2.28,0.08,0.26,0.14,0.01
38398,鸡蛋,鸡蛋,1.4,0.04,0.14,0.11,0.01
38399,鸡肉,,2.33,0.06,0.3,0.13,0.0
38400,牛肉,,2.59,0.28,0.25,0.13,0.01
38401,大豆,大豆,4.66,0.01,0.37,0.19,0.3
38402,胡萝卜,,0.38,0.01,0.02,0.01,0.1
38403,鸡肉,,2.37,0.07,0.24,0.12,0.01
38404,花生,花生,5.91,0.02,0.25,0.53,0.16
38405,胡萝卜,,0.45,0.02,0.02,0.01,0.1
38406,西红柿,,0.21,0.0,0.02,0.0,0.03
38407,黄瓜,,0.2,0.01,0.02,0.01,0.05
38408,花生,花生,5.56,0.03,0.26,0.48,0.17
38409,猪肉,,2.5,0.1,0.23,0.12,0.0
38410,牛肉,,2.59,0.28,0.26,0.15,0.01
38411,白菜,,0.11,0.01,0.01,0.01,0.02
38412,西红柿,,0.19,0.01,0.02,0.0,0.03
38413,鸡蛋,鸡蛋,1.52,0.05,0.13,0.11,0.01
38414,黄瓜,,0.13,0.0,0.01,0.01,0.05
38415,花生,花生,5.42,0.02,0.27,0.43,0.17
38416,胡萝卜,,0.35,0.01,0.02,0.0,0.1
38417,花生,花生,5.56,0.04,0.26,0.49,0.15
38418,牛奶,牛奶,0.37,0.01,0.02,0.02,0.05
38419,牛肉,,2.39,0.28,0.25,0.16,0.0
38420,胡萝卜,,0.45,0.02,0.01,0.01,0.12
38421,猪肉,,2.57,0.12,0.21,0.15,0.0
38422,牛肉,,2.38,0.25,0.24,0.16,0.01
38423,大豆,大豆,4.77,0.03,0.35,0.22,0.31
38424,鸡蛋,鸡蛋,1.36,0.05,0.12,0.12,0.02
38425,胡萝卜,,0.37,0.0,0.01,0.01,0.11
38426,猪肉,,2.4,0.11,0.23,0.14,0.0
38427,小麦,小麦,3.26,0.02,0.11,0.01,0.68
38428,胡萝卜,,0.39,0.0,0.02,0.0,0.08
38429,白菜,,0.14,0.0,0.02,0.0,0.02
38430,西红柿,,0.17,0.0,0.01,0.01,0.03
38431,牛肉,,2.45,0.27,0.25,0.14,0.01
38432,小麦,小麦,2.93,0.01,0.12,0.03,0.71
38433,牛奶,牛奶,0.45,0.03,0.03,0.02,0.06
38434,西红柿,,0.16,0.0,0.02,0.0,0.05
38435,胡萝卜,,0.41,0.01,0.02,0.0,0.11
38436,西红柿,,0.21,0.01,0.01,0.01,0.05
38437,鸡肉,,2.39,0.06,0.27,0.13,0.01
38438,猪肉,,2.55,0.11,0.22,0.15,0.0
38439,黄瓜,,0.16,0.01,0.01,0.0,0.05
38440,黄瓜,,0.18,0.0,0.01,0.01,0.05
38441,牛肉,,2.58,0.28,0.27,0.15,0.0
38442,西红柿,,0.22,0.01,0.02,0.0,0.05
38443,鸡肉,,2.26,0.07,0.25,0.14,0.0
38444,牛肉,,2.39,0.29,0.28,0.14,0.0
38445,鸡肉,,2.4,0.07,0.3,0.13,0.01
38446,鸡肉,,2.28,0.07,0.26,0.13,0.01
38447,小麦,小麦,3.19,0.03,0.11,0.02,0.67
38448,白菜,,0.14,0.01,0.01,0.01,0.02
38449,胡萝卜,,0.37,0.01,0.02,0.0,0.1
38450,牛奶,牛奶,0.37,0.03,0.03,0.01,0.04
38451,牛肉,,2.71,0.27,0.26,0.17,0.0
38452,白菜,,0.15,0.0,0.02,0.0,0.02
38453,小麦,小麦,3.54,0.01,0.11,0.03,0.68
38454,鸡肉,,2.17,0.07,0.28,0.12,0.0
38455,大豆,大豆,4.61,0.02,0.36,0.22,0.32
38456,胡萝卜,,0.42,0.01,0.01,0.0,0.09
38457,猪肉,,2.65,0.13,0.21,0.13,0.0
38458,牛奶,牛奶,0.41,0.01,0.02,0.01,0.06
38459,牛肉,,2.6,0.25,0.23,0.14,0.0
38460,白菜,,0.17,0.01,0.02,0.01,0.03
38461,西红柿,,0.19,0.01,0.02,0.0,0.04
38462,胡萝卜,,0.36,0.01,0.01,0.01,0.12
38463,牛奶,牛奶,0.48,0.03,0.02,0.01,0.05
38464,猪肉,,2.18,0.14,0.23,0.11,0.01
38465,胡萝卜,,0.43,0.01,0.01,0.01,0.12
38466,大豆,大豆,4.14,0.02,0.4,0.21,0.29
38467,黄瓜,,0.12,0.01,0.02,0.0,0.03
38468,黄瓜,,0.19,0.0,0.02,0.01,0.03
38469,胡萝卜,,0.42,0.02,0.01,0.0,0.11
38470,鸡蛋,鸡蛋,1.62,0.05,0.12,0.13,0.01
38471,牛奶,牛奶,0.48,0.01,0.02,0.01,0.05
38472,小麦,小麦,3.47,0.02,0.15,0.02,0.69
38473,猪肉,,2.5,0.14,0.2,0.14,0.01
38474,胡萝卜,,0.41,0.01,0.02,0.0,0.1
38475,猪肉,,2.45,0.12,0.23,0.13,0.0
38476,西红柿,,0.22,0.01,0.01,0.01,0.05
38477,白菜,,0.15,0.01,0.01,0.01,0.02
38478,大豆,大豆,4.25,0.02,0.37,0.2,0.3
38479,白菜,,0.12,0.0,0.01,0.01,0.02
38480,猪肉,,2.63,0.13,0.23,0.15,0.01
38481,牛奶,牛奶,0.35,0.03,0.03,0.02,0.04
38482,猪肉,,2.45,0.13,0.21,0.15,0.0
38483,鸡蛋,鸡蛋,1.26,0.05,0.11,0.12,0.02
38484,牛肉,,2.57,0.27,0.29,0.14,0.0
38485,牛奶,牛奶,0.44,0.01,0.02,0.01,0.04
38486,胡萝卜,,0.44,0.02,0.02,0.01,0.08
38487,猪肉,,2.28,0.12,0.22,0.13,0.0
38488,大豆,大豆,4.05,0.03,0.35,0.18,0.29
38489,鸡肉,,2.33,0.06,0.28,0.16,0.0
38490,牛肉,,2.53,0.26,0.24,0.17,0.0
38491,大豆,大豆,4.84,0.03,0.37,0.22,0.3
38492,牛肉,,2.55,0.26,0.24,0.14,0.01
38493,小麦,小麦,3.13,0.03,0.12,0.01,0.7
38494,猪肉,,2.38,0.11,0.22,0.13,0.0
38495,猪肉,,2.5,0.12,0.2,0.13,0.0
38496,小麦,小麦,3.3,0.02,0.14,0.01,0.66
38497,猪肉,,2.25,0.1,0.22,0.13,0.0
38498,鸡肉,,2.25,0.06,0.25,0.16,0.0
38499,牛肉,,2.46,0.28,0.28,0.16,0.0
38500,鸡肉,,2.61,0.07,0.27,0.15,0.0
38501,花生,花生,5.44,0.02,0.25,0.49,0.16
38502,花生,花生,5.64,0.03,0.23,0.51,0.14
38503,鸡肉,,2.57,0.08,0.29,0.14,0.0
38504,小麦,小麦,3.17,0.02,0.12,0.03,0.7
38505,猪肉,,2.37,0.13,0.21,0.13,0.01
38506,西红柿,,0.16,0.01,0.02,0.01,0.05
38507,猪肉,,2.39,0.12,0.2,0.16,0.01
38508,牛肉,,2.75,0.25,0.28,0.14,0.01
38509,西红柿,,0.23,0.01,0.02,0.01,0.03
38510,鸡肉,,2.57,0.07,0.25,0.13,0.0
38511,牛奶,牛奶,0.38,0.01,0.02,0.01,0.04
38512,鸡肉,,2.35,0.07,0.27,0.14,0.01
38513,鸡肉,,2.34,0.06,0.24,0.12,0.01
38514,胡萝卜,,0.46,0.01,0.02,0.01,0.11
38515,西红柿,,0.26,0.0,0.02,0.0,0.04
38516,小麦,小麦,3.31,0.03,0.15,0.03,0.69
38517,大豆,大豆,4.32,0.02,0.38,0.19,0.34
38518,牛奶,牛奶,0.35,0.02,0.02,0.01,0.04
38519,牛肉,,2.61,0.26,0.26,0.14,0.0
38520,牛肉,,2.26,0.25,0.27,0.13,0.0
38521,鸡蛋,鸡蛋,1.72,0.04,0.13,0.12,0.01
38522,西红柿,,0.25,0.01,0.01,0.0,0.03
38523,白菜,,0.12,0.01,0.01,0.01,0.02
38524,鸡肉,,2.66,0.08,0.28,0.14,0.0
38525,鸡蛋,鸡蛋,1.17,0.06,0.13,0.09,0.02
38526,猪肉,,2.25,0.13,0.22,0.14,0.01
38527,猪肉,,2.26,0.14,0.22,0.13,0.01
38528,西红柿,,0.18,0.01,0.01,0.01,0.04
38529,大豆,大豆,4.62,0.01,0.37,0.2,0.3
38530,胡萝卜,,0.39,0.0,0.02,0.0,0.12
38531,猪肉,,2.5,0.11,0.22,0.13,0.01
38532,牛奶,牛奶,0.36,0.03,0.04,0.02,0.05
38533,牛奶,牛奶,0.39,0.02,0.02,0.01,0.04
38534,白菜,,0.13,0.0,0.01,0.0,0.03
38535,鸡蛋,鸡蛋,1.33,0.04,0.12,0.13,0.01
38536,胡萝卜,,0.4,0.01,0.01,0.01,0.11
38537,小麦,小麦,3.33,0.02,0.11,0.02,0.68
38538,牛肉,,2.29,0.27,0.23,0.15,0.0
38539,牛肉,,2.63,0.27,0.26,0.14,0.0
38540,鸡蛋,鸡蛋,1.61,0.06,0.14,0.12,0.02
38541,猪肉,,2.38,0.12,0.22,0.15,0.0
38542,猪肉,,2.33,0.14,0.23,0.13,0.01
38543,猪肉,,2.24,0.11,0.21,0.12,0.0
38544,鸡肉,,2.25,0.07,0.28,0.15,0.01
38545,白菜,,0.14,0.0,0.02,0.01,0.02
38546,牛肉,,2.34,0.26,0.24,0.15,0.01
38547,大豆,大豆,4.33,0.02,0.37,0.19,0.28
38548,鸡肉,,2.67,0.08,0.26,0.14,0.01
38549,西红柿,,0.21,0.01,0.01,0.0,0.04
38550,胡萝卜,,0.37,0.0,0.01,0.01,0.11
38551,牛奶,牛奶,0.41,0.03,0.03,0.02,0.06
38552,鸡肉,,2.33,0.07,0.28,0.14,0.0
38553,花生,花生,5.68,0.03,0.27,0.5,0.17
38554,白菜,,0.11,0.01,0.01,0.0,0.02
38555,花生,花生,6.01,0.03,0.27,0.51,0.15
38556,牛奶,牛奶,0.47,0.01,0.03,0.01,0.04
38557,小麦,小麦,3.55,0.01,0.13,0.01,0.72
38558,白菜,,0.15,0.01,0.02,0.0,0.01
38559,西红柿,,0.24,0.01,0.02,0.0,0.03
38560,牛肉,,2.37,0.27,0.23,0.17,0.0
38561,大豆,大豆,4.29,0.02,0.38,0.21,0.31
38562,白菜,,0.16,0.01,0.01,0.0,0.02
38563,大豆,大豆,4.72,0.02,0.38,0.18,0.32
38564,西红柿,,0.25,0.0,0.01,0.0,0.04
38565,大豆,大豆,4.43,0.01,0.37,0.19,0.32
38566,花生,花生,5.85,0.02,0.3,0.44,0.16
38567,西红柿,,0.22,0.01,0.01,0.01,0.03
38568,黄瓜,,0.16,0.0,0.01,0.01,0.05
38569,牛肉,,2.41,0.27,0.26,0.17,0.01
38570,胡萝卜,,0.41,0.0,0.01,0.0,0.12
38571,鸡肉,,2.42,0.06,0.28,0.14,0.0
38572,牛奶,牛奶,0.44,0.02,0.03,0.02,0.06
38573,鸡蛋,鸡蛋,1.48,0.04,0.15,0.1,0.01
38574,猪肉,,2.1,0.11,0.23,0.16,0.01
38575,猪肉,,2.44,0.12,0.23,0.15,0.0
38576,黄瓜,,0.18,0.0,0.01,0.0,0.04
38577,猪肉,,2.23,0.14,0.23,0.13,0.0
38578,鸡蛋,鸡蛋,1.49,0.05,0.11,0.12,0.01
38579,大豆,大豆,4.38,0.03,0.38,0.19,0.31
38580,牛肉,,2.25,0.28,0.28,0.16,0.01
38581,鸡蛋,鸡蛋,1.55,0.04,0.13,0.11,0.01
38582,猪肉,,2.34,0.12,0.23,0.14,0.01
38583,牛奶,牛奶,0.37,0.02,0.03,0.02,0.04
38584,小麦,小麦,3.53,0.02,0.13,0.03,0.68
38585,花生,花生,6.04,0.03,0.26,0.51,0.16
38586,鸡蛋,鸡蛋,1.44,0.05,0.13,0.12,0.01
38587,花生,花生,5.6,0.03,0.27,0.5,0.14
38588,西红柿,,0.17,0.0,0.01,0.0,0.03
38589,鸡蛋,鸡蛋,1.42,0.04,0.12,0.1,0.02
38590,黄瓜,,0.15,0.01,0.01,0.0,0.04
38591,小麦,小麦,3.29,0.03,0.13,0.01,0.65
38592,牛肉,,2.52,0.26,0.24,0.16,0.01
38593,白菜,,0.12,0.0,0.01,0.0,0.02
38594,牛肉,,2.78,0.26,0.27,0.16,0.0
38595,鸡肉,,2.52,0.07,0.26,0.15,0.0
38596,鸡蛋,鸡蛋,1.21,0.05,0.14,0.11,0.02
38597,白菜,,0.11,0.0,0.02,0.0,0.02
38598,白菜,,0.14,0.01,0.01,0.01,0.02
38599,黄瓜,,0.15,0.0,0.01,0.0,0.04
38600,黄瓜,,0.18,0.0,0.02,0.01,0.03
38601,西红柿,,0.18,0.0,0.02,0.0,0.04
38602,鸡肉,,2.28,0.07,0.26,0.16,0.01
38603,鸡肉,,2.15,0.07,0.26,0.11,0.0
38604,牛肉,,2.65,0.27,0.26,0.14,0.0
38605,大豆,大豆,4.99,0.02,0.38,0.2,0.28
38606,鸡蛋,鸡蛋,1.77,0.06,0.11,0.1,0.01
38607,牛肉,,2.59,0.26,0.25,0.17,0.01
38608,花生,花生,5.41,0.02,0.28,0.47,0.17
38609,猪肉,,2.3,0.12,0.23,0.12,0.0
38610,西红柿,,0.24,0.01,0.02,0.0,0.03
38611,黄瓜,,0.17,0.01,0.02,0.0,0.05
38612,牛奶,牛奶,0.45,0.02,0.02,0.01,0.05
38613,牛肉,,2.51,0.29,0.25,0.18,0.01
38614,西红柿,,0.16,0.0,0.02,0.0,0.04
38615,猪肉,,2.43,0.11,0.21,0.15,0.01
38616,黄瓜,,0.15,0.0,0.02,0.01,0.03
38617,黄瓜,,0.12,0.01,0.02,0.01,0.04
38618,牛肉,,2.55,0.26,0.25,0.17,0.01
38619,牛肉,,2.5,0.27,0.26,0.14,0.01
38620,鸡蛋,鸡蛋,1.38,0.04,0.12,0.11,0.01
38621,牛肉,,2.52,0.27,0.24,0.16,0.0
38622,胡萝卜,,0.45,0.01,0.02,0.01,0.1
38623,鸡肉,,2.42,0.08,0.3,0.12,0.01
38624,牛奶,牛奶,0.46,0.01,0.03,0.01,0.04
38625,鸡肉,,2.55,0.06,0.25,0.14,0.0
38626,花生,花生,5.23,0.03,0.28,0.48,0.16
38627,西红柿,,0.24,0.0,0.01,0.01,0.04
38628,西红柿,,0.18,0.01,0.02,0.0,0.03
38629,鸡蛋,鸡蛋,1.7,0.04,0.13,0.1,0.02
38630,鸡蛋,鸡蛋,1.39,0.04,0.13,0.1,0.01
38631,小麦,小麦,3.24,0.02,0.15,0.02,0.75
38632,胡萝卜,,0.35,0.0,0.02,0.01,0.11
38633,西红柿,,0.21,0.01,0.02,0.0,0.04
38634,牛奶,牛奶,0.45,0.01,0.03,0.02,0.05
38635,鸡肉,,2.39,0.07,0.27,0.12,0.01
38636,牛奶,牛奶,0.51,0.01,0.03,0.01,0.05
38637,白菜,,0.13,0.01,0.02,0.01,0.03
38638,大豆,大豆,4.97,0.01,0.36,0.21,0.32
38639,牛奶,牛奶,0.4,0.03,0.03,0.01,0.05
38640,大豆,大豆,4.68,0.03,0.39,0.22,0.32
38641,西红柿,,0.2,0.0,0.02,0.0,0.03
38642,黄瓜,,0.19,0.01,0.01,0.0,0.03
38643,鸡肉,,2.46,0.07,0.28,0.13,0.0
38644,小麦,小麦,3.06,0.02,0.14,0.01,0.74
38645,黄瓜,,0.18,0.01,0.01,0.01,0.04
38646,牛肉,,2.73,0.28,0.27,0.15,0.0
38647,西红柿,,0.17,0.0,0.02,0.0,0.04
38648,牛肉,,2.41,0.27,0.23,0.13,0.01
38649,胡萝卜,,0.4,0.0,0.02,0.0,0.12
38650,牛奶,牛奶,0.36,0.03,0.03,0.02,0.05
38651,鸡肉,,2.39,0.08,0.28,0.15,0.01
38652,大豆,大豆,4.36,0.02,0.39,0.19,0.29
38653,牛肉,,2.66,0.26,0.26,0.16,0.01
38654,西红柿,,0.25,0.01,0.02,0.0,0.04
38655,西红柿,,0.16,0.01,0.01,0.0,0.03
38656,花生,花生,5.53,0.02,0.27,0.5,0.19
38657,鸡蛋,鸡蛋,1.71,0.05,0.14,0.1,0.01
38658,大豆,大豆,4.98,0.02,0.37,0.21,0.32
38659,鸡蛋,鸡蛋,1.38,0.05,0.14,0.12,0.01
38660,黄瓜,,0.19,0.0,0.02,0.01,0.04
38661,小麦,小麦,3.16,0.03,0.12,0.03,0.69
38662,牛肉,,2.58,0.26,0.26,0.14,0.01
38663,白菜,,0.15,0.01,0.01,0.01,0.03
38664,大豆,大豆,4.11,0.01,0.33,0.22,0.33
38665,鸡肉,,2.41,0.08,0.29,0.16,0.01
38666,鸡肉,,2.52,0.07,0.24,0.16,0.0
38667,牛奶,牛奶,0.42,0.01,0.04,0.01,0.06
38668,西红柿,,0.23,0.01,0.02,0.01,0.03
38669,鸡肉,,2.41,0.08,0.24,0.14,0.01
38670,牛肉,,2.6,0.28,0.25,0.12,0.0
38671,大豆,大豆,4.25,0.02,0.38,0.18,0.3
38672,白菜,,0.14,0.0,0.01,0.01,0.01
38673,猪肉,,2.4,0.13,0.22,0.15,0.0
38674,胡萝卜,,0.41,0.02,0.01,0.01,0.13
38675,小麦,小麦,3.53,0.03,0.12,0.01,0.69
38676,西红柿,,0.26,0.0,0.01,0.01,0.04
38677,白菜,,0.13,0.01,0.02,0.01,0.01
38678,黄瓜,,0.13,0.01,0.02,0.0,0.04
38679,鸡肉,,2.44,0.06,0.3,0.12,0.01
38680,牛肉,,2.34,0.27,0.27,0.15,0.01
38681,胡萝卜,,0.38,0.01,0.02,0.01,0.09
38682,鸡肉,,2.21,0.07,0.29,0.14,0.01
38683,鸡肉,,2.58,0.07,0.27,0.12,0.0
38684,小麦,小麦,3.12,0.02,0.12,0.01,0.68
38685,鸡肉,,2.59,0.07,0.29,0.15,0.0
38686,花生,花生,5.89,0.02,0.27,0.5,0.19
38687,花生,花生,5.2,0.04,0.24,0.45,0.16
38688,大豆,大豆,4.73,0.03,0.34,0.2,0.28
38689,牛肉,,2.45,0.26,0.25,0.15,0.0
38690,花生,花生,5.6,0.03,0.28,0.52,0.17
38691,小麦,小麦,3.15,0.02,0.15,0.01,0.67
38692,牛肉,,2.46,0.28,0.25,0.13,0.0
38693,猪肉,,2.53,0.11,0.24,0.14,0.01
38694,猪肉,,2.53,0.12,0.23,0.14,0.0
38695,猪肉,,2.54,0.14,0.25,0.14,0.0
38696,小麦,小麦,3.09,0.01,0.13,0.02,0.73
38697,牛奶,牛奶,0.4,0.02,0.03,0.01,0.05
38698,猪肉,,2.44,0.1,0.24,0.13,0.01
38699,黄瓜,,0.12,0.01,0.02,0.0,0.05
38700,小麦,小麦,3.44,0.02,0.14,0.02,0.75
38701,胡萝卜,,0.39,0.0,0.01,0.01,0.1
38702,小麦,小麦,3.29,0.01,0.13,0.02,0.69
38703,小麦,小麦,3.23,0.02,0.11,0.02,0.65
38704,黄瓜,,0.17,0.01,0.01,0.0,0.03
38705,胡萝卜,,0.37,0.0,0.02,0.0,0.08
38706,猪肉,,2.44,0.13,0.22,0.13,0.01
38707,牛肉,,2.71,0.26,0.26,0.14,0.01
38708,白菜,,0.11,0.01,0.01,0.0,0.02
38709,花生,花生,5.94,0.03,0.27,0.46,0.17
38710,鸡蛋,鸡蛋,1.51,0.05,0.15,0.09,0.02
38711,西红柿,,0.15,0.0,0.01,0.0,0.04
38712,花生,花生,5.76,0.04,0.25,0.49,0.16
38713,猪肉,,2.47,0.14,0.22,0.15,0.01
38714,胡萝卜,,0.42,0.02,0.02,0.01,0.1
38715,小麦,小麦,3.57,0.02,0.13,0.03,0.68
38716,猪肉,,2.26,0.12,0.23,0.13,0.0
38717,猪肉,,2.31,0.13,0.21,0.15,0.01
38718,猪肉,,2.15,0.11,0.23,0.14,0.0
38719,鸡肉,,2.48,0.07,0.26,0.16,0.0
38720,小麦,小麦,3.28,0.02,0.15,0.02,0.65
38721,白菜,,0.15,0.0,0.01,0.01,0.03
38722,黄瓜,,0.18,0.0,0.01,0.01,0.03
38723,小麦,小麦,3.42,0.03,0.11,0.01,0.69
38724,大豆,大豆,4.51,0.02,0.4,0.22,0.31
38725,鸡肉,,2.28,0.07,0.26,0.12,0.0
38726,小麦,小麦,3.08,0.01,0.13,0.02,0.71
38727,鸡肉,,2.5,0.07,0.28,0.16,0.0
38728,猪肉,,2.19,0.11,0.24,0.16,0.0
38729,牛肉,,2.6,0.26,0.29,0.14,0.01
38730,猪肉,,2.32,0.11,0.22,0.14,0.01
38731,鸡肉,,2.31,0.08,0.25,0.13,0.0
38732,大豆,大豆,4.53,0.02,0.35,0.2,0.34
38733,黄瓜,,0.14,0.0,0.01,0.01,0.04
38734,牛肉,,2.36,0.28,0.28,0.14,0.01
38735,胡萝卜,,0.41,0.02,0.01,0.0,0.12
38736,鸡蛋,鸡蛋,1.58,0.06,0.11,0.1,0.02
38737,胡萝卜,,0.41,0.0,0.01,0.01,0.09
38738,牛奶,牛奶,0.44,0.03,0.03,0.01,0.05
38739,猪肉,,2.31,0.12,0.2,0.14,0.01
38740,花生,花生,5.19,0.03,0.26,0.47,0.15
38741,鸡肉,,2.53,0.08,0.24,0.13,0.0
38742,西红柿,,0.22,0.0,0.02,0.0,0.03
38743,牛肉,,2.59,0.28,0.25,0.16,0.0
38744,猪肉,,2.58,0.11,0.19,0.16,0.0
38745,鸡肉,,2.62,0.07,0.25,0.14,0.01
38746,黄瓜,,0.15,0.01,0.02,0.0,0.03
38747,大豆,大豆,4.39,0.02,0.4,0.21,0.28
38748,鸡肉,,2.34,0.07,0.25,0.14,0.01
38749,白菜,,0.13,0.0,0.01,0.0,0.03
38750,猪肉,,2.28,0.12,0.2,0.16,0.0
38751,小麦,小麦,3.44,0.03,0.12,0.03,0.71
38752,猪肉,,2.34,0.12,0.22,0.13,0.0
38753,大豆,大豆,4.12,0.02,0.38,0.23,0.32
38754,花生,花生,5.72,0.04,0.22,0.47,0.16
38755,花生,花生,5.15,0.04,0.28,0.54,0.16
38756,牛肉,,2.42,0.26,0.27,0.13,0.0
38757,牛奶,牛奶,0.36,0.01,0.04,0.01,0.04
38758,花生,花生,5.67,0.02,0.23,0.53,0.14
38759,鸡肉,,2.49,0.06,0.29,0.12,0.0
38760,猪肉,,2.37,0.11,0.23,0.14,0.01
38761,大豆,大豆,4.92,0.01,0.35,0.19,0.34
38762,小麦,小麦,3.2,0.03,0.15,0.02,0.64
38763,白菜,,0.13,0.01,0.02,0.0,0.02
38764,鸡蛋,鸡蛋,1.27,0.06,0.11,0.1,0.01
38765,花生,花生,6.23,0.02,0.25,0.52,0.14
38766,小麦,小麦,3.26,0.01,0.12,0.03,0.71
38767,猪肉,,2.26,0.12,0.23,0.15,0.0
38768,胡萝卜,,0.35,0.02,0.01,0.0,0.08
38769,大豆,大豆,4.11,0.01,0.36,0.18,0.3
38770,牛肉,,2.75,0.26,0.29,0.16,0.01
38771,小麦,小麦,2.98,0.02,0.14,0.03,0.74
38772,胡萝卜,,0.36,0.01,0.01,0.01,0.1
38773,牛奶,牛奶,0.51,0.02,0.03,0.02,0.05
38774,牛肉,,2.51,0.28,0.26,0.16,0.0
38775,猪肉,,2.3,0.11,0.22,0.15,0.01
38776,小麦,小麦,3.56,0.01,0.13,0.03,0.75
38777,牛肉,,2.59,0.25,0.27,0.13,0.0
